banded quail,16448250,7300694,3748650,10128502,14013130,8947583,5393998,3354153,14012107,14792602,16382456,9602166,13092544,6379083,10641732,8682314,11777705,4210213,5598296,9456925
barred quail,12888453,10256994,16184560,14404786,5457463,12888710,10190686,15458249,16448249,7363137,10918531,8221017,16250871,12959409,5192753,3550764,6314063,15987955,8420209,12961221
american quail,16053492,7696231,5458749,12696504,2104343,16053492,10792082,4736834,15776021,1307892,15987698,6245434,3088404,10127479,13155752,16250871,6183005,3485486,9799289,12894657
bob white,16053235,9466969,11902082,13943215,5193001,16250613,11371883,14076088,7759193,2234904,16053492,7826515,10720381,12892844,3813654,16250871,6183005,3485486,9799289,12894657
bobwhite quail,12093785,9208928,5785135,6578774,12101261,8553334,11053723,5262408,3551792,12895163,15921904,10122832,13748922,12230013,5783852,16250871,6183005,3485486,9799289,12894657
common bobwhite,16053235,9466969,11902082,13943215,5193001,12093785,9208928,5785135,6578774,12101261,16053492,7826515,10720381,12892844,3813654,16250871,6183005,3485486,9799289,12894657
eastern bobwhite,3093804,6711639,11050650,12695480,10781042,11907505,9801356,7366240,5261638,13475439,8553334,11053723,5262408,3551792,12895163,12093785,9208928,5785135,6578774,12101261
florida partridge,9209729,3420972,13420994,6708815,15198176,7499877,3423277,12762806,15856626,7619130,11058889,5528126,1656206,9539696,2594764,4602420,9011564,14408928,12169889,6583192
northern bobwhite,16250613,11371883,14076088,7759193,2234904,16579836,8877670,11577503,14013391,4996914,12093785,9208928,5785135,6578774,12101261,16250871,6183005,3485486,9799289,12894657
quail on toast,14144982,10784380,7161655,11036227,8298548,14803168,11771270,7883834,4074528,9220662,14408922,11709572,6507825,10978378,13681204,13031132,6449738,9151662,14993191,3225637
texas partridge,8225123,5198397,11122585,9330007,12900289,10532733,9343115,5461844,13222331,8024934,10456700,7759959,4800309,12167062,2037525,9271154,3615270,13420743,6508362,11248029
virginia partridge,16381943,5196363,1776670,13945022,10781297,2760469,8084802,12434368,8363711,5202042,9987669,14329745,4402728,16447990,7817016
back throated quail,2894894,7105127,15856370,12501442,10315096,9275773,5394247,15000029,8872782,5868353,9472898,5460554,15197410,3223338,4551726,10584399,12952955,7756856,14270633,5455652
black throated bobwhite,7109965,5528644,10656891,4407871,8493403,10005321,8879450,5457461,11443325,3747619,7180619,10468960,4874568,11981119,12046746,9731677,11902591,6903614,4207655,13349779
black throated quail,16382456,9602166,13092544,6379083,10641732,8553334,11053723,5262408,3551792,12895163,5661500,12963023,4867390,15790837,9609361,12093785,9208928,5785135,6578774,12101261
honduras bobwhite,7180619,10468960,4874568,11981119,12046746,8561224,5529915,13030306,9811640,11786557,9333583,11307885,6374704,12296068,4007962,9994321,14072968,4796191,7949606,1838859
yucatan bobwhite,12566972,8160868,3813926,6185541,2234384,7180619,10468960,4874568,11981119,12046746,13677719,10718325,6048064,8152920,3680552,12093785,9208928,5785135,6578774,12101261
crested bobwhite ,8289656,4342332,10990506,7709337,12832461,8947332,4407354,11580846,6330271,14674670,16053492,7826515,10720381,12892844,3813654,16053235,9466969,11902082,13943215,5193001
spot bellied bobwhite,6062923,9022569,4736834,9342340,11249571,12433319,9341561,5196087,7564894,4077605,6197321,8435542,10460050,5525578,7959915,16053492,7826515,10720381,12892844,3813654
white faced bobwhite,6321749,2965032,11774618,8945778,6920805,9813869,7506512,5328444,9803918,5861433,3093804,6777176,11116187,12827324,9595995,12093785,9208928,5785135,6578774,12101261
crested quail,16053235,9466969,11902082,13943215,5193001,16053492,7826515,10720381,12892844,3813654,15987439,10124639,8477511,11971980,14340536,16579835,6840661,13881805,11510411,1973787
white breasted bobwhite,4081983,7698031,12170157,14606041,6988115,7631940,10261349,5132329,3488536,15064012,8294221,10860160,5656915,13686975,1906742,12093785,9208928,5785135,6578774,12101261
marbled quail,5195333,8353389,14013383,11051400,16119026,12363673,14935266,8086615,9796718,5521720,14605779,8749937,3156509,6315337,11381921,11704971,13683396,7560271,14738917,10321258
marbled wood quail,5195333,8353389,14013383,11051400,16119026,10792378,16185078,9273975,5655616,13881293,16448250,7300694,3748650,10128502,14013130,16382456,9602166,13092544,6379083,10641732
black eared wood quail,2827811,6248774,11580325,8357752,15658731,2173209,8616037,3688752,11050384,13606205,9400097,4800527,12623167,12678937,14402172,16382456,9602166,13092544,6379083,10641732
paramba quail,9091691,6722636,6972232,8747363,3815975,2632746,12036235,8935500,13972025,15195338,9683500,10524817,8936238,12408355,12564832,788233,5385774,9866121,6971229,12760496
rufous fronted wood quail,2827811,6248774,11580325,8357752,15658731,16382456,9602166,13092544,6379083,10641732,9077352,11511955,6642500,4866350,2958879,15260355,5520940,13088670,10455408,9322529
rufous breasted wood quail,6904095,4537614,10254662,12621663,8024854,2827811,6248774,11580325,8357752,15658731,9077352,11511955,6642500,4866350,2958879,16382456,9602166,13092544,6379083,10641732
rufous fronted quail,5328459,9144963,7565933,3354154,11974092,7763791,2698013,5525560,10261894,11839907,9077352,11511955,6642500,4866350,2958879,16382456,9602166,13092544,6379083,10641732
rufous fronted woodquail,11644808,7827289,3418654,12968093,7812642,4408126,6591337,13684679,16250071,9750995,4470562,7035968,10851710,12432286,6959903,9998730,3616814,7760997,12434361,5459273
black breasted wood quail,12759201,11048319,8810582,14075833,8884320,16448250,7300694,3748650,10128502,14013130,16382456,9602166,13092544,6379083,10641732,4999198,8553295,14607060,11645882,12834125
black crowned wood quail,5724251,10458762,15592682,3943194,13553356,16579835,6840661,13881805,11510411,1973787,16382456,9602166,13092544,6379083,10641732,4999198,8553295,14607060,11645882,12834125
tacarcuna wood quail,8022081,2894105,11905909,12045198,8227388,4474196,8223099,12106413,9999503,14344405,16448250,4863010,12631734,9012341,14705964,7369059,10856089,3158058,13685195,723726
black breasted woodquail,3685921,6318420,2436118,4677641,8421749,8814973,5131346,12172205,14476237,3158587,5725011,2565923,9147535,855309,12701128,6913105,4342322,10993313,4417071,9801854
white throated wood quail,2173209,8616037,3688752,11050384,13606205,12093785,9208928,5785135,6578774,12101261,7037781,10460032,2697244,4933175,12699300,16382456,9602166,13092544,6379083,10641732
white throated woodquail,7036773,1972509,11181469,5129033,14604243,9603442,6523977,5984579,12961195,2250012,6248009,14603723,3944744,9472635,11512478,11644808,7827289,3418654,12968093,7812642
spotted wood quail,9862230,13152396,5259575,14931650,8019003,7101257,4141099,10127994,12232341,5864508,2040350,5661239,12631193,8881768,15722681,8612426,5061935,12625285,10585701,14666419
long toed partridge,15987441,11447200,14999250,13487045,9538932,7894642,11514297,15460839,3354668,8930634,7174019,4672340,9871791,2828852,12372697,8157818,3945002,14934491,10527917,5525843
long toed quail,14868957,11447976,7300957,4802883,3222055,16448250,7039851,13092807,10526880,2829355,10989476,6969933,16119282,14335884,4012087,7089712,14540767,11646391,2957083,9993088
singing quail,12093785,9208928,5785135,6578774,12101261,15000547,7166291,3092277,12893875,10128774,15856111,7890495,10588006,12300696,3747354,15987699,7168865,10920864,13750478,2828589
harlequin quail,16118767,7892316,16307798,12237495,2571080,16579578,8547413,12033669,5653812,14340036,13742207,6180675,9863267,2234135,12434103,15987698,6245434,3088404,10127479,13155752
massena partridge,15987441,8938826,11570543,13153957,4600104,11842740,7105647,9342606,13684944,3552841
mearnuuus quail,14400648,6508864,4008737,8090219,10121788,9272432,5588796,14670807,11642525,1183501,9538696,12565431,5195324,2696220,6974316,16645629,6774613,13947342,10525073,656900
mearn's partridge,13211758,9991511,5785659,3682862,14727054,5849142,7891302,11707550,3745309,14668224,11508877,8221033,2106143,6051665,13286310,8548707,13349795,3747883,15785688,10981753
mearn's quail,14400648,6508864,4008737,8090219,10121788,9272432,5588796,14670807,11642525,1183501,9538696,12565431,5195324,2696220,6974316,16645629,6774613,13947342,10525073,656900
mearns' quail,14400648,6508864,4008737,8090219,10121788,9272432,5588796,14670807,11642525,1183501,9538696,12565431,5195324,2696220,6974316,16645629,6774613,13947342,10525073,656900
mearns's quail,14400648,6508864,4008737,8090219,10121788,9272432,5588796,14670807,11642525,1183501,9538696,12565431,5195324,2696220,6974316,16645629,6774613,13947342,10525073,656900
montezuma quail,12960445,6639684,11972261,4140066,9997185,13742207,6180675,9863267,2234135,12434103,15395564,8089967,10327959,12368316,3878701,9413728,12892066,6315874,8487555,2826526
montezuma's quail,12960445,6639684,11972261,4140066,9997185,13742207,6180675,9863267,2234135,12434103,9413728,12892066,6315874,8487555,2826526,14400903,6508608,4008482,8156268,10055482
ocellated quail,8879192,6511160,12235941,3547410,5061669,8226920,5658701,10664348,8955198,3749941,12489582,9857864,6110243,13609607,3021067,9928785,14072712,4796192,7166786,10923324
banded woodquail,5984830,9667951,6327106,3945002,2643480,7893303,10854994,4801313,9920518,13161369,16579579,10182465,5785142,12891562,14585419,16382456,9602166,13092544,6379083,10641732
banded wood quail,10390124,6117433,16053492,4536370,13619151,8947583,5393998,3354153,14012107,14792602,16448250,7300694,3748650,10128502,14013130,16382456,9602166,13092544,6379083,10641732
tawny faced quail,9802643,4011054,6313292,15128238,1774607,16448250,7300694,3748650,10128502,14013130,5328459,9144963,7565933,3354154,11974092,16382456,9602166,13092544,6379083,10641732
red throated diver,7240328,4084064,14670548,5060656,12499123,5463415,3815227,12236197,8748915,14670797,9082524,5326394,14073505,8013351,11442818,8490404,5458506,14144720,3024684,11841194
red throated diver or loon,8094004,5391892,9410181,12303536,9670425,9082524,5326394,14073505,8013351,11442818,5920592,11712183,9277327,14803941,3026482,11452367,10059355,6585760,3223602,526088
red throated loon,5920592,11777719,9277327,14803940,3158068,9082524,5326394,14073505,8013351,11442818,8490404,5458506,14144720,3024684,11841194,11452367,10059355,6585760,3223602,526088
arctic diver,16251127,5396888,9344184,3355959,1384370,3287329,8100245,4481629,11847365,1773321,3551788,7563620,11973033,1251613,13816525,1163480,820643,595484,679288,7935258
arctic loon,5723217,2894894,11184282,8814442,15198689,6121269,2632489,9737363,13092288,5066574,4344598,7039320,10920339,9078134,13946820,4475446,6318148,9674151,13818854,7569025
black throated diver,9082524,5326394,14073505,8013351,11442818,7240328,4084064,14670548,4994607,10459283,6708774,10328459,3748372,8222808,8024866,5463415,3815227,12236197,8748915,14670797
black throated loon,6708774,10328459,3748372,8222808,8024866,5987641,6717569,2237215,14078913,11380884,7436671,10067881,5395276,1775895,5596532,8490404,5458506,14144720,3024684,11841194
green throated loo,9148765,12635022,5267253,14373170,3029792,7116852,12829880,4411700,10464633,15592440,6187080,9084002,3947563,12500413,2039571,10199363,5200194,10790808,15131869,3224622
pacific diver,8883101,5065300,14472390,3156009,7625287,8750995,5064782,14735560,3091248,9795938,7108503,10200511,4341579,15524822,11375742,10270926,6982575,3487287,8684414,14012873
pacific loon,7829352,10856364,4211280,14474716,2434606,10203849,7243426,3816254,10065038,4676727,5920592,11712183,9277327,14803941,3026482,8490404,5458506,14144720,3024684,11841194
american common loon,13224911,5197389,9473415,1513498,16250871,8688538,4997687,9008736,13022880,3024671,5732756,4152427,2960941,7959663,11381158,6121269,2632489,9737363,13092288,5066574
black billed diver,13224911,5197389,9473415,1513498,16250871,7240328,4084064,14670548,4994607,10459283,5866395,3162954,14079690,1449505,11185058,13883354,10792374,5919827,8288889,3617072
black billed loon,10335184,4607573,6188414,7637155,2171939,13224911,5197389,9473415,1513498,16250871,5987641,6717569,2237215,14078913,11380884,7172475,4405811,11771790,9930100,2432023
common loon,6121269,2632489,9737363,13092288,5066574,15921906,657930,12434876,8027002,5197647,15790320,2565927,5263440,8421504,10921638,15987699,4210495,12171705,8882055,10290958
great northern diver,5732756,4152427,2960941,7959663,11381158,15790063,4737096,7631988,1250067,11184810,8624050,6843245,2632748,4278346,1316375,15921906,4802889,13553358,10526880,1184274
